35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,31,32,33,51,52,53,11,12,13,31,32,33,11,12,13
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,100,100,100,51,52,53,11,12,13,31,32,33,51,52,53,31,32,33
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,31,32,33,51,52,53,11,12,13,51,52,53
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,87,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,28,51,52,53,11,12,13,31,32,33,11,12,13
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,74,56,100,100,26,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,66,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,67,27,28,11,12,13,31,32,33,51,52,53,31,32,33
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,74,56,100,100,100,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,67,27,66,47,47,47,47,47,47,47,47,47,47,47,47,67,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,31,32,33,51,52,53,11,12,13,51,52,53
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,51,52,53,11,12,13,31,32,33,11,12,13
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,11,12,13,31,32,33,51,52,53,31,32,33
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,74,56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,31,32,33,51,52,53,11,12,13,51,52,53
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,74,55,56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,51,52,53,11,12,13,31,32,33,11,12,13
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,11,12,13,31,32,33,51,52,53,31,32,33
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,31,32,33,51,52,53,11,12,13,51,52,53
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,74,56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,26,27,28,51,52,53,11,12,13,31,32,33,11,12,13
